,q_id,question,answer,cluster,sentiment
1,24693,Какими качествами должен обладать человек в мире будущего?,гуманизм,гуманизм,neutrals
2,24693,Какими качествами должен обладать человек в мире будущего?,гуманизмом,гуманизмом,neutrals
3,24693,Какими качествами должен обладать человек в мире будущего?,гуманизмом,гуманизмом,neutrals
4,24693,Какими качествами должен обладать человек в мире будущего?,гуманизмом,гуманизмом,neutrals
5,24693,Какими качествами должен обладать человек в мире будущего?,духховность.,духовность,neutrals
6,24693,Какими качествами должен обладать человек в мире будущего?,инициативным,инициативным,neutrals
7,24693,Какими качествами должен обладать человек в мире будущего?,образованный,образованный,neutrals
8,24693,Какими качествами должен обладать человек в мире будущего?,образованным,образованным,neutrals
9,24693,Какими качествами должен обладать человек в мире будущего?,образованным,образованным,neutrals
10,24693,Какими качествами должен обладать человек в мире будущего?,разумность,разумность,neutrals
0,26586,"Перечислите слова, которые ассоциируются у Вас с деятельностью Академии",полезная,полезная,positives
1,26586,"Перечислите слова, которые ассоциируются у Вас с деятельностью Академии",развивающая,развивающая,positives
2,26586,"Перечислите слова, которые ассоциируются у Вас с деятельностью Академии",эффективность,эффективность,positives
0,25708,Какие виды волонтерства вам известны?,pro bono,pro bono,neutrals
1,25708,Какие виды волонтерства вам известны?,волонтёры победы,волонтёры победы,neutrals
2,25708,Какие виды волонтерства вам известны?,медицинское,медицинское,neutrals
3,25708,Какие виды волонтерства вам известны?,медицинское,медицинское,neutrals
4,25708,Какие виды волонтерства вам известны?,медицинское,медицинское,neutrals
5,25708,Какие виды волонтерства вам известны?,медицинское,медицинское,neutrals
6,25708,Какие виды волонтерства вам известны?,научное,научное,neutrals
7,25708,Какие виды волонтерства вам известны?,научное,научное,neutrals
8,25708,Какие виды волонтерства вам известны?,научное,научное,neutrals
9,25708,Какие виды волонтерства вам известны?,патриотическое,патриотическое,neutrals
10,25708,Какие виды волонтерства вам известны?,педагогическое волонтерство,педагогическое волонтерство,neutrals
11,25708,Какие виды волонтерства вам известны?,помощь животным,помощь животным,positives
12,25708,Какие виды волонтерства вам известны?,просветительское,просветительское,neutrals
13,25708,Какие виды волонтерства вам известны?,событийное,событийное,neutrals
14,25708,Какие виды волонтерства вам известны?,событийное,событийное,neutrals
15,25708,Какие виды волонтерства вам известны?,спортивное,спортивное,neutrals
16,25708,Какие виды волонтерства вам известны?,экологическое,экологическое,neutrals
0,24739,Что поможет сделать программу более полезной для вас?,бизнес-игры,бизнес игры,neutrals
1,24739,Что поможет сделать программу более полезной для вас?,больше игр,больше игр,neutrals
2,24739,Что поможет сделать программу более полезной для вас?,больше командных задач/рабочих,больше командных задач рабочих,neutrals
3,24739,Что поможет сделать программу более полезной для вас?,больше практики,больше практики,neutrals
4,24739,Что поможет сделать программу более полезной для вас?,больше тактики,больше тактики,neutrals
5,24739,Что поможет сделать программу более полезной для вас?,время,время,neutrals
6,24739,Что поможет сделать программу более полезной для вас?,все достаточно,все отлично,positives
7,24739,Что поможет сделать программу более полезной для вас?,все отлично,все отлично,positives
8,24739,Что поможет сделать программу более полезной для вас?,всё хорошо,все отлично,positives
9,24739,Что поможет сделать программу более полезной для вас?,достаточно,все отлично,positives
10,24739,Что поможет сделать программу более полезной для вас?,итак полезно,все отлично,positives
11,24739,Что поможет сделать программу более полезной для вас?,да,да,neutrals
12,24739,Что поможет сделать программу более полезной для вас?,нет,нет,neutrals
13,24739,Что поможет сделать программу более полезной для вас?,реальные кейсы росатома,реальные решение росатома,neutrals
0,25684,Что такое конфликт? Ваши ассоциации,поколений,поколений,neutrals
1,25684,Что такое конфликт? Ваши ассоциации,интерес,интерес,neutrals
2,25684,Что такое конфликт? Ваши ассоциации,интерес,интерес,neutrals
3,25684,Что такое конфликт? Ваши ассоциации,интересов,интересов,neutrals
4,25684,Что такое конфликт? Ваши ассоциации,интересы,интересы,neutrals
5,25684,Что такое конфликт? Ваши ассоциации,интересы,интересы,neutrals
6,25684,Что такое конфликт? Ваши ассоциации,столкновение интересов,столкновение интересов,neutrals
7,25684,Что такое конфликт? Ваши ассоциации,разрешение,разрешение,neutrals
8,25684,Что такое конфликт? Ваши ассоциации,решение,решение,neutrals
9,25684,Что такое конфликт? Ваши ассоциации,решение,решение,neutrals
0,26204,Что бы вы хотели пожелать другим резервистам?,баланса и только вперёд!,только вперед,positives
1,26204,Что бы вы хотели пожелать другим резервистам?,бегите глупцы! шутка.,бегите глупцы шутка,negatives
2,26204,Что бы вы хотели пожелать другим резервистам?,благодарность за их смелость,благодарность за их смелость,positives
3,26204,Что бы вы хотели пожелать другим резервистам?,брать от программы все!,брать от укр максимум,neutrals
4,26204,Что бы вы хотели пожелать другим резервистам?,брать от укр максимум,брать от укр максимум,neutrals
5,26204,Что бы вы хотели пожелать другим резервистам?,быть очно,быть очно,neutrals
6,26204,Что бы вы хотели пожелать другим резервистам?,быть упорными,быть упорными,positives
7,26204,Что бы вы хотели пожелать другим резервистам?,упорства,быть упорными,positives
8,26204,Что бы вы хотели пожелать другим резервистам?,упорства,быть упорными,positives
9,26204,Что бы вы хотели пожелать другим резервистам?,упорства,быть упорными,positives
10,26204,Что бы вы хотели пожелать другим резервистам?,быть честным,быть честным,positives
11,26204,Что бы вы хотели пожелать другим резервистам?,верить,верить,positives
12,26204,Что бы вы хотели пожелать другим резервистам?,верить в себя,верить в себя,positives
13,26204,Что бы вы хотели пожелать другим резервистам?,войти в топ 10,войти в топ 10,positives
14,26204,Что бы вы хотели пожелать другим резервистам?,попасть в топ 10,войти в топ 10,positives
15,26204,Что бы вы хотели пожелать другим резервистам?,попасть в топ 10,войти в топ 10,positives
16,26204,Что бы вы хотели пожелать другим резервистам?,все мы люди оставайтесь собой,все мы люди оставайтесь собой,neutrals
17,26204,Что бы вы хотели пожелать другим резервистам?,всем удачи и всем в топ,всем удачи и всем в топ,positives
18,26204,Что бы вы хотели пожелать другим резервистам?,делать всё вовремя,делать всё вовремя,positives
19,26204,Что бы вы хотели пожелать другим резервистам?,добиться поставленных целей,достижение поставленных целей,positives
20,26204,Что бы вы хотели пожелать другим резервистам?,добиться поставленных целей,достижение поставленных целей,positives
21,26204,Что бы вы хотели пожелать другим резервистам?,достижение поставленных целей,достижение поставленных целей,positives
22,26204,Что бы вы хотели пожелать другим резервистам?,достижения поставленных целей,достижение поставленных целей,positives
23,26204,Что бы вы хотели пожелать другим резервистам?,достижения целей,достижение поставленных целей,positives
24,26204,Что бы вы хотели пожелать другим резервистам?,дойти до конца обучения,успешно закончить курсы,neutrals
25,26204,Что бы вы хотели пожелать другим резервистам?,успешно дойти до конца учебы,успешно закончить курсы,positives
26,26204,Что бы вы хотели пожелать другим резервистам?,успешно закончить курсы,успешно закончить курсы,positives
27,26204,Что бы вы хотели пожелать другим резервистам?,дружить,дружить,positives
28,26204,Что бы вы хотели пожелать другим резервистам?,жажду знаний,жажду знаний,positives
29,26204,Что бы вы хотели пожелать другим резервистам?,желаю здоровья,здоровья,positives
30,26204,Что бы вы хотели пожелать другим резервистам?,здоровья,здоровья,positives
31,26204,Что бы вы хотели пожелать другим резервистам?,здоровья,здоровья,positives
32,26204,Что бы вы хотели пожелать другим резервистам?,знаний! удачи!,знаний удачи,positives
33,26204,Что бы вы хотели пожелать другим резервистам?,интересных и нужных проектов,интересных проектов,positives
34,26204,Что бы вы хотели пожелать другим резервистам?,интересных проектов,интересных проектов,positives
35,26204,Что бы вы хотели пожелать другим резервистам?,использовать возможность,использовать возможность,positives
36,26204,Что бы вы хотели пожелать другим резервистам?,карьерного роста,карьерного роста,positives
37,26204,Что бы вы хотели пожелать другим резервистам?,новых назначений,карьерного роста,neutrals
38,26204,Что бы вы хотели пожелать другим резервистам?,максимума вовлечённости,максимума вовлечённости,positives
39,26204,Что бы вы хотели пожелать другим резервистам?,не бойтесь!!! пробуйте новое!!,не бойтесь пробуйте новое,neutrals
40,26204,Что бы вы хотели пожелать другим резервистам?,не бояться и идти вперед,не бояться и идти вперед,neutrals
41,26204,Что бы вы хотели пожелать другим резервистам?,только вперед!,только вперед,positives
42,26204,Что бы вы хотели пожелать другим резервистам?,успешного прохождения укр-пути,успешного обучения,positives
43,26204,Что бы вы хотели пожелать другим резервистам?,не бояться своих идей,не бояться своих идей,positives
44,26204,Что бы вы хотели пожелать другим резервистам?,не выгорать,не выгорать,positives
45,26204,Что бы вы хотели пожелать другим резервистам?,не опускать руки,не сдаваться,positives
46,26204,Что бы вы хотели пожелать другим резервистам?,не сдаваться,не сдаваться,positives
47,26204,Что бы вы хотели пожелать другим резервистам?,не сдаваться,не сдаваться,positives
48,26204,Что бы вы хотели пожелать другим резервистам?,не терять мотивации,не терять мотивации,positives
49,26204,Что бы вы хотели пожелать другим резервистам?,новых свершений,новых свершений,positives
50,26204,Что бы вы хотели пожелать другим резервистам?,оптимизма,оптимизма и позитива,positives
51,26204,Что бы вы хотели пожелать другим резервистам?,оптимизма и позитива,оптимизма и позитива,positives
52,26204,Что бы вы хотели пожелать другим резервистам?,позитива,оптимизма и позитива,positives
53,26204,Что бы вы хотели пожелать другим резервистам?,позитива!!!,оптимизма и позитива,positives
54,26204,Что бы вы хотели пожелать другим резервистам?,отдыхать,отдыхать,positives
55,26204,Что бы вы хотели пожелать другим резервистам?,побед,побед,positives
56,26204,Что бы вы хотели пожелать другим резервистам?,побед,побед,positives
57,26204,Что бы вы хотели пожелать другим резервистам?,победы и дойти до конца проект,побед,positives
58,26204,Что бы вы хотели пожелать другим резервистам?,позитивного настроения и веры,хорошего настроения,positives
59,26204,Что бы вы хотели пожелать другим резервистам?,положительных эмоций,хорошего настроения,positives
60,26204,Что бы вы хотели пожелать другим резервистам?,получить удовольствие от обще,получить удовольствие от общения,positives
61,26204,Что бы вы хотели пожелать другим резервистам?,проактивности,проактивности,positives
62,26204,Что бы вы хотели пожелать другим резервистам?,продуктивной работы,успешного обучения,positives
63,26204,Что бы вы хотели пожелать другим резервистам?,пройти удачно обучение,успешного обучения,neutrals
64,26204,Что бы вы хотели пожелать другим резервистам?,развития и успехов,развития и успехов,positives
65,26204,Что бы вы хотели пожелать другим резервистам?,развития нашей госкорпорации,развития нашей госкорпорации,positives
66,26204,Что бы вы хотели пожелать другим резервистам?,серьезно подойти к процессу,серьезно подойти к процессу,neutrals
67,26204,Что бы вы хотели пожелать другим резервистам?,сил,энергии,positives
68,26204,Что бы вы хотели пожелать другим резервистам?,сил,энергии,positives
69,26204,Что бы вы хотели пожелать другим резервистам?,сил,энергии,positives
70,26204,Что бы вы хотели пожелать другим резервистам?,энергии,энергии,positives
71,26204,Что бы вы хотели пожелать другим резервистам?,сил и терпения,энергии,positives
72,26204,Что бы вы хотели пожелать другим резервистам?,сил и терпения,энергии,positives
73,26204,Что бы вы хотели пожелать другим резервистам?,слушать себя и окружающих люде,слушать себя и окружающих людей,neutrals
74,26204,Что бы вы хотели пожелать другим резервистам?,смелости,смелости,positives
75,26204,Что бы вы хотели пожелать другим резервистам?,смелости,смелости,positives
76,26204,Что бы вы хотели пожелать другим резервистам?,смелости,смелости,positives
77,26204,Что бы вы хотели пожелать другим резервистам?,смелости,смелости,positives
78,26204,Что бы вы хотели пожелать другим резервистам?,ставить амбициозные цели,ставить амбициозные цели,positives
79,26204,Что бы вы хотели пожелать другим резервистам?,стрессоустойчивости,стрессоустойчивости,positives
80,26204,Что бы вы хотели пожелать другим резервистам?,счастья,счастья,positives
81,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
82,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
83,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
84,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
85,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
86,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
87,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
88,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
89,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
90,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
91,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
92,26204,Что бы вы хотели пожелать другим резервистам?,терпения,терпения,positives
93,26204,Что бы вы хотели пожелать другим резервистам?,терпения и наличия времен,терпения и наличия времени,positives
94,26204,Что бы вы хотели пожелать другим резервистам?,терпения и настойчивости,терпения и настойчивости,positives
95,26204,Что бы вы хотели пожелать другим резервистам?,трудитесь,трудитесь,neutrals
96,26204,Что бы вы хотели пожелать другим резервистам?,трудолюбие и терпения,трудолюбия и терпения,positives
97,26204,Что бы вы хотели пожелать другим резервистам?,уверенности,уверенности,positives
98,26204,Что бы вы хотели пожелать другим резервистам?,учеренности,уверенности,positives
99,26204,Что бы вы хотели пожелать другим резервистам?,увлеченность,увлеченность,positives
100,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
101,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
102,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
103,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
104,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
105,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
106,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
107,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
108,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
109,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
110,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
111,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
112,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
113,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
114,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
115,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
116,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
117,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
118,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
119,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
120,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
121,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
122,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
123,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
124,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
125,26204,Что бы вы хотели пожелать другим резервистам?,удачи в карьере,удачи в карьере,positives
126,26204,Что бы вы хотели пожелать другим резервистам?,удачи в реализации,удачи в реализации,positives
127,26204,Что бы вы хотели пожелать другим резервистам?,удачи в учебе и роста,удачи в учебе и роста,positives
128,26204,Что бы вы хотели пожелать другим резервистам?,удачи всех победим!,удачи,positives
129,26204,Что бы вы хотели пожелать другим резервистам?,удачи!,удачи,positives
130,26204,Что бы вы хотели пожелать другим резервистам?,удачи!,удачи,positives
131,26204,Что бы вы хотели пожелать другим резервистам?,удачи!,удачи,positives
132,26204,Что бы вы хотели пожелать другим резервистам?,удачи!,удачи,positives
133,26204,Что бы вы хотели пожелать другим резервистам?,удачи!,удачи,positives
134,26204,Что бы вы хотели пожелать другим резервистам?,удачи!,удачи,positives
135,26204,Что бы вы хотели пожелать другим резервистам?,удачи! в добрый путь!),удачи,positives
136,26204,Что бы вы хотели пожелать другим резервистам?,удачи! погнали!!!,удачи,positives
137,26204,Что бы вы хотели пожелать другим резервистам?,удачи,удачи,positives
138,26204,Что бы вы хотели пожелать другим резервистам?,удачи и достижения поставленых,достижение поставленных целей,positives
139,26204,Что бы вы хотели пожелать другим резервистам?,удачи и нам все поплечу,удачи,positives
140,26204,Что бы вы хотели пожелать другим резервистам?,удачи и самоотдачи,удачи и самоотдачи,positives
141,26204,Что бы вы хотели пожелать другим резервистам?,удачи и сил,удачи и сил,positives
142,26204,Что бы вы хотели пожелать другим резервистам?,удачи и терпения,удачи и терпения,positives
143,26204,Что бы вы хотели пожелать другим резервистам?,успеха,успеха,positives
144,26204,Что бы вы хотели пожелать другим резервистам?,успеха,успеха,positives
145,26204,Что бы вы хотели пожелать другим резервистам?,успеха!,успеха,positives
146,26204,Что бы вы хотели пожелать другим резервистам?,успехов,успеха,positives
147,26204,Что бы вы хотели пожелать другим резервистам?,успехов,успеха,positives
148,26204,Что бы вы хотели пожелать другим резервистам?,успехов,успеха,positives
149,26204,Что бы вы хотели пожелать другим резервистам?,успехов,успеха,positives
150,26204,Что бы вы хотели пожелать другим резервистам?,успехов,успеха,positives
151,26204,Что бы вы хотели пожелать другим резервистам?,успехов,успеха,positives
152,26204,Что бы вы хотели пожелать другим резервистам?,успехов,успеха,positives
153,26204,Что бы вы хотели пожелать другим резервистам?,успехов,успеха,positives
154,26204,Что бы вы хотели пожелать другим резервистам?,успехов,успеха,positives
155,26204,Что бы вы хотели пожелать другим резервистам?,успехов,успеха,positives
156,26204,Что бы вы хотели пожелать другим резервистам?,успехов в работе,успехов в работе,positives
157,26204,Что бы вы хотели пожелать другим резервистам?,успехов в решении задача,успехов в решении задач,positives
158,26204,Что бы вы хотели пожелать другим резервистам?,успехов во всех начинаниях,успеха,positives
159,26204,Что бы вы хотели пожелать другим резервистам?,успехов!,успеха,positives
160,26204,Что бы вы хотели пожелать другим резервистам?,успехов!,успеха,positives
161,26204,Что бы вы хотели пожелать другим резервистам?,успехов и вдохновения,успехов и вдохновения,positives
162,26204,Что бы вы хотели пожелать другим резервистам?,успехов и ничего не бояться,успехов и ничего не бояться,positives
163,26204,Что бы вы хотели пожелать другим резервистам?,успехов и понимания коллег,успехов и понимания коллег,positives
164,26204,Что бы вы хотели пожелать другим резервистам?,успехов и сохранения мотивации,успехов и сохранения мотивации,positives
165,26204,Что бы вы хотели пожелать другим резервистам?,успехов и стойкости,успехов и стойкости,positives
166,26204,Что бы вы хотели пожелать другим резервистам?,успехов и терпения,успехов и терпения,positives
167,26204,Что бы вы хотели пожелать другим резервистам?,успехов и удачи,успехов и удачи,positives
168,26204,Что бы вы хотели пожелать другим резервистам?,успешного обучения,успешного обучения,positives
169,26204,Что бы вы хотели пожелать другим резервистам?,успешного обучения,успешного обучения,positives
170,26204,Что бы вы хотели пожелать другим резервистам?,учиться,учиться,neutrals
171,26204,Что бы вы хотели пожелать другим резервистам?,хорошего настроения,хорошего настроения,positives
172,26204,Что бы вы хотели пожелать другим резервистам?,хорошего настроения,хорошего настроения,positives
0,24718,Ваши открытия за время обучения на модуле,bi стстемы,bi системы,neutrals
1,24718,Ваши открытия за время обучения на модуле,data-lake,data lake,neutrals
2,24718,Ваши открытия за время обучения на модуле,новый термин data lake,data lake,neutrals
3,24718,Ваши открытия за время обучения на модуле,озеро данных)),data lake,neutrals
4,24718,Ваши открытия за время обучения на модуле,все,все,neutrals
5,24718,Ваши открытия за время обучения на модуле,есть много процессов в цифре,есть много процессов в цифровизация,neutrals
6,24718,Ваши открытия за время обучения на модуле,ецс,единая цифровая стратегия,neutrals
7,24718,Ваши открытия за время обучения на модуле,кастомизация,кастомизация,neutrals
8,24718,Ваши открытия за время обучения на модуле,коллеги из отрасли,коллеги из отрасли,neutrals
9,24718,Ваши открытия за время обучения на модуле,можно применить уже сейчас,можно применить уже сейчас,positives
10,24718,Ваши открытия за время обучения на модуле,новые знания,новые знания,positives
11,24718,Ваши открытия за время обучения на модуле,применение цифровизации для пп,применение цифровизации для пп,neutrals
12,24718,Ваши открытия за время обучения на модуле,рвёт границы понимания всё за,рвёт границы понимания всё за,neutrals
13,24718,Ваши открытия за время обучения на модуле,умный город - саров,умный город саров,neutrals
14,24718,Ваши открытия за время обучения на модуле,цифровизация,цифровизация,neutrals
15,24718,Ваши открытия за время обучения на модуле,цифровые продукты,цифровые продукты,neutrals
0,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,взаимовыгодное партнерство,партнёрство,positives
1,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,партнерство,партнёрство,positives
2,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,партнёрство,партнёрство,positives
3,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,партнёрство,партнёрство,positives
4,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,новые контракты,новые контракты,neutrals
5,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,пиар,реклама,neutrals
6,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,пиар,реклама,neutrals
7,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,продвижение услуг,реклама,positives
8,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,реклама,реклама,neutrals
9,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,рекламу,реклама,neutrals
10,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,рекламу,реклама,neutrals
11,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,связи,связи,neutrals
12,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,связи,связи,neutrals
13,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,связи для будущих парнерств,связи,positives
14,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,узнать лучшие практики,узнать лучшие практики,positives
15,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,финансовые вливания,финансы,neutrals
16,24334,Что бизнес (компании поставщики и партнеры) сейчас получают от чемпионатов?,финансы,финансы,neutrals
0,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,pr,пиар,neutrals
1,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,пиар,пиар,neutrals
2,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,свою рекламу,пиар,neutrals
3,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,"баллы на конкурсе ""лучшая аэс""",баллы на конкурсе лучшая аэс,neutrals
4,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,вовлеченность персонала,вовлечённость персонала,positives
5,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,вовлечённость персонала,вовлечённость персонала,positives
6,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,использование стандарта,использование стандарта,neutrals
7,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,кадры,кадры,neutrals
8,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,кадры,кадры,neutrals
9,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,новые коммуникации,новые коммуникации,neutrals
10,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,обновление стандартов,обновление стандартов,neutrals
11,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,квалификацию,рост квалификации сотрудников,positives
12,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,повыш. профф-ма сотрудников,рост квалификации сотрудников,positives
13,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,повышение квалификации,рост квалификации сотрудников,positives
14,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,развитие навыков,рост квалификации сотрудников,positives
15,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,развитие персонала,рост квалификации сотрудников,positives
16,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,рост квалификации сотрудников,рост квалификации сотрудников,positives
17,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,престиж,престиж,positives
18,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,расходы,расходы,neutrals
19,24333,Что бизнес (компании участники) сейчас получают от чемпионатов?,ресурс,ресурс,neutrals
