Unnamed: 0,id,question,answer,sentiment,corrected,text
143,10119,"Что для вас ""культура доверия"" в организации?",уверенность в окружающих людях,neutrals,уверенность в окружающих людях,passage:уверенность в окружающих людях
144,10119,"Что для вас ""культура доверия"" в организации?",помощь без выгоды,neutrals,помощь без выгоды,passage:помощь без выгоды
145,10119,"Что для вас ""культура доверия"" в организации?",свободно выражать мнение,neutrals,свободно выражать мнение,passage:свободно выражать мнение
146,10119,"Что для вас ""культура доверия"" в организации?",открытость,neutrals,открытость,passage:открытость
147,10119,"Что для вас ""культура доверия"" в организации?",безопасность высказываний,neutrals,безопасность высказываний,passage:безопасность высказываний
148,10119,"Что для вас ""культура доверия"" в организации?",низкая бюрократия,neutrals,низкая бюрократия,passage:низкая бюрократия
149,10119,"Что для вас ""культура доверия"" в организации?",ффф,neutrals,ффф,passage:ффф
0,11692,Ваши открытия за время обучения на модуле,посмотрел по новому не себя,neutrals,посмотрел по новому не себя,passage:посмотрел по новому не себя
1,11692,Ваши открытия за время обучения на модуле,"новые знакомства, знания",neutrals,"новые знакомства, знания","passage:новые знакомства, знания"
2,11692,Ваши открытия за время обучения на модуле,вдохновляющееся лидерство,neutrals,вдохновляющееся лидерство,passage:вдохновляющееся лидерство
3,11692,Ваши открытия за время обучения на модуле,интересные люди,neutrals,интересные люди,passage:интересные люди
4,11692,Ваши открытия за время обучения на модуле,выявлены направления для роста,neutrals,выявлены направления для роста,passage:выявлены направления для роста
5,11692,Ваши открытия за время обучения на модуле,новые навыки для лидерства,neutrals,новые навыки для лидерства,passage:новые навыки для лидерства
6,11692,Ваши открытия за время обучения на модуле,возможно личной коммуникации,neutrals,возможно личной коммуникации,passage:возможно личной коммуникации
7,11692,Ваши открытия за время обучения на модуле,много новой теории,neutrals,много новой теории,passage:много новой теории
8,11692,Ваши открытия за время обучения на модуле,особых не было,neutrals,особых не было,passage:особых не было
9,11692,Ваши открытия за время обучения на модуле,понимание структуры,neutrals,понимание структуры,passage:понимание структуры
10,11692,Ваши открытия за время обучения на модуле,мою интуицию расписали словами,neutrals,мою интуицию расписали словами,passage:мою интуицию расписали словами
11,11692,Ваши открытия за время обучения на модуле,теперь я смогу этим управлять,neutrals,теперь я смогу этим управлять,passage:теперь я смогу этим управлять
12,11692,Ваши открытия за время обучения на модуле,тип лидеров по адизесу,neutrals,тип лидеров по адизесу,passage:тип лидеров по адизесу
13,11692,Ваши открытия за время обучения на модуле,типы лидерства по функционалу,neutrals,типы лидерства по функционалу,passage:типы лидерства по функционалу
14,11692,Ваши открытия за время обучения на модуле,ориентируемся на человека,neutrals,ориентируемся на человека,passage:ориентируемся на человека
15,11692,Ваши открытия за время обучения на модуле,нет,neutrals,нет,passage:нет
16,11692,Ваши открытия за время обучения на модуле,лидер это изменения,neutrals,лидер это изменения,passage:лидер это изменения
17,11692,Ваши открытия за время обучения на модуле,коллеги,neutrals,коллеги,passage:коллеги
18,11692,Ваши открытия за время обучения на модуле,слушать людей,neutrals,слушать людей,passage:слушать людей
19,11692,Ваши открытия за время обучения на модуле,зоны роста,neutrals,зоны роста,passage:зоны роста
0,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение,neutrals,общение,passage:общение
1,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,опыт,neutrals,опыт,passage:опыт
2,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,полезно использовать в будущем,neutrals,полезно использовать в будущем,passage:полезно использовать в будущем
3,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понятие клиентооринтрованости,neutrals,понятие клиентооринтрованости,passage:понятие клиентооринтрованости
4,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,осознание клиентоцентричности,neutrals,осознание клиентоцентричности,passage:осознание клиентоцентричности
5,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегам,neutrals,общение с коллегам,passage:общение с коллегам
6,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,опыт,neutrals,опыт,passage:опыт
7,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с партнерами,neutrals,общение с партнерами,passage:общение с партнерами
8,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"информ. выступающих, раб. в ко",neutrals,"информ. выступающих, раб. в ко","passage:информ. выступающих, раб. в ко"
9,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,мозговой штурм,neutrals,мозговой штурм,passage:мозговой штурм
10,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами,neutrals,общение с коллегами,passage:общение с коллегами
11,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новое видение старого,neutrals,новое видение старого,passage:новое видение старого
12,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами,neutrals,общение с коллегами,passage:общение с коллегами
13,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые знания,neutrals,новые знания,passage:новые знания
14,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые знакомства,neutrals,новые знакомства,passage:новые знакомства
15,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,питание!,neutrals,питание!,passage:питание!
16,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,информация,neutrals,информация,passage:информация
17,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами,neutrals,общение с коллегами,passage:общение с коллегами
18,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,получение обратной связи,neutrals,получение обратной связи,passage:получение обратной связи
19,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"обмен опытом, знаниями",neutrals,"обмен опытом, знаниями","passage:обмен опытом, знаниями"
20,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"новые знания, обмен опытом",neutrals,"новые знания, обмен опытом","passage:новые знания, обмен опытом"
21,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с сотрудниками других,neutrals,общение с сотрудниками других,passage:общение с сотрудниками других
22,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,конструктивный диалог,neutrals,конструктивный диалог,passage:конструктивный диалог
23,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,знания по клиентоцентричности,neutrals,знания по клиентоцентричности,passage:знания по клиентоцентричности
24,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понятие клиентоориетированност,neutrals,понятие клиентоориетированност,passage:понятие клиентоориетированност
25,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в группах,neutrals,работа в группах,passage:работа в группах
26,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,1.коммуникация между сотру,neutrals,1.коммуникация между сотру,passage:1.коммуникация между сотру
27,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,2мозговой штурм по решению про,neutrals,2мозговой штурм по решению про,passage:2мозговой штурм по решению про
28,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,идея может быть реализована,neutrals,идея может быть реализована,passage:идея может быть реализована
29,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в группах,neutrals,работа в группах,passage:работа в группах
30,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,опыт взаимодействия внутри аэм,neutrals,опыт взаимодействия внутри аэм,passage:опыт взаимодействия внутри аэм
31,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,обмен информацией,neutrals,обмен информацией,passage:обмен информацией
32,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание клиентоцентричностт.,neutrals,понимание клиентоцентричностт.,passage:понимание клиентоцентричностт.
33,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новый опыт,neutrals,новый опыт,passage:новый опыт
34,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,мнения участников,neutrals,мнения участников,passage:мнения участников
35,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами из оку,neutrals,общение с коллегами из оку,passage:общение с коллегами из оку
36,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,командная рабгта,neutrals,командная рабгта,passage:командная рабгта
37,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание общедивизиональных п,neutrals,понимание общедивизиональных п,passage:понимание общедивизиональных п
38,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,проектная деятельность,neutrals,проектная деятельность,passage:проектная деятельность
39,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание разницы клиентоориен,neutrals,понимание разницы клиентоориен,passage:понимание разницы клиентоориен
40,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание клиентоцентричности,neutrals,понимание клиентоцентричности,passage:понимание клиентоцентричности
41,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание клиентоцентничность,neutrals,понимание клиентоцентничность,passage:понимание клиентоцентничность
42,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,к персоналу это понятие тоже о,neutrals,к персоналу это понятие тоже о,passage:к персоналу это понятие тоже о
43,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,относиться,neutrals,относиться,passage:относиться
44,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новый опыт,neutrals,новый опыт,passage:новый опыт
45,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,встреча с коллегами и партнера,neutrals,встреча с коллегами и партнера,passage:встреча с коллегами и партнера
46,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,перестройка мышления под кл-ть,neutrals,перестройка мышления под кл-ть,passage:перестройка мышления под кл-ть
47,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,проблематика разных оку совпад,neutrals,проблематика разных оку совпад,passage:проблематика разных оку совпад
48,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,клиентоцентричность,neutrals,клиентоцентричность,passage:клиентоцентричность
49,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,мнения и обратная связь,neutrals,мнения и обратная связь,passage:мнения и обратная связь
50,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,выявление общих проблематик,neutrals,выявление общих проблематик,passage:выявление общих проблематик
51,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,решения,neutrals,решения,passage:решения
52,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,порешать нужные задачи,neutrals,порешать нужные задачи,passage:порешать нужные задачи
53,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,поработать в новой команде,neutrals,поработать в новой команде,passage:поработать в новой команде
54,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понял клиентоцентричность,neutrals,понял клиентоцентричность,passage:понял клиентоцентричность
55,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,итоговые решения,neutrals,итоговые решения,passage:итоговые решения
56,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,обмен опытом,neutrals,обмен опытом,passage:обмен опытом
57,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,мозговой штурм,neutrals,мозговой штурм,passage:мозговой штурм
58,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,проработка проблем,neutrals,проработка проблем,passage:проработка проблем
59,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,результаты сессии руководителе,neutrals,результаты сессии руководителе,passage:результаты сессии руководителе
60,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание задачи,neutrals,понимание задачи,passage:понимание задачи
61,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"общение с коллегами,новая инфа",neutrals,"общение с коллегами,новая инфа","passage:общение с коллегами,новая инфа"
62,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,взгляд со стороны клиента,neutrals,взгляд со стороны клиента,passage:взгляд со стороны клиента
63,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,взаимодействие с коллегами,neutrals,взаимодействие с коллегами,passage:взаимодействие с коллегами
64,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,выявление идей для развития,neutrals,выявление идей для развития,passage:выявление идей для развития
65,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новая информация,neutrals,новая информация,passage:новая информация
66,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,плодотворная работа в команде,neutrals,плодотворная работа в команде,passage:плодотворная работа в команде
67,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,узнать больше информации,neutrals,узнать больше информации,passage:узнать больше информации
68,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,узнать о клиентоцентричности,neutrals,узнать о клиентоцентричности,passage:узнать о клиентоцентричности
69,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в команде,neutrals,работа в команде,passage:работа в команде
70,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,определение клиентоцентричност,neutrals,определение клиентоцентричност,passage:определение клиентоцентричност
71,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,встать на место клиента,neutrals,встать на место клиента,passage:встать на место клиента
72,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,раскрыли иначе цель,neutrals,раскрыли иначе цель,passage:раскрыли иначе цель
73,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,видение 2030,neutrals,видение 2030,passage:видение 2030
74,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами,neutrals,общение с коллегами,passage:общение с коллегами
75,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новый опыт,neutrals,новый опыт,passage:новый опыт
76,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,тема раскрыта,neutrals,тема раскрыта,passage:тема раскрыта
77,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,коммуникация,neutrals,коммуникация,passage:коммуникация
78,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"общение, обмен опытом.",neutrals,"общение, обмен опытом.","passage:общение, обмен опытом."
79,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"выступления докладчиков, опыт",neutrals,"выступления докладчиков, опыт","passage:выступления докладчиков, опыт"
80,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,командная работа,neutrals,командная работа,passage:командная работа
81,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в команде,neutrals,работа в команде,passage:работа в команде
82,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые контакты и варианты реше,neutrals,новые контакты и варианты реше,passage:новые контакты и варианты реше
83,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые связи,neutrals,новые связи,passage:новые связи
84,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,опыт коллег,neutrals,опыт коллег,passage:опыт коллег
85,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение,neutrals,общение,passage:общение
86,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в команде,neutrals,работа в команде,passage:работа в команде
87,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,генерация идей,neutrals,генерация идей,passage:генерация идей
88,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,интересный опыт,neutrals,интересный опыт,passage:интересный опыт
89,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,опыт общения с другими,neutrals,опыт общения с другими,passage:опыт общения с другими
90,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые интересные идеи,neutrals,новые интересные идеи,passage:новые интересные идеи
91,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в команде,neutrals,работа в команде,passage:работа в команде
92,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,новые знания и опыт,neutrals,новые знания и опыт,passage:новые знания и опыт
93,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,обмен опытом и идеями,neutrals,обмен опытом и идеями,passage:обмен опытом и идеями
94,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,"совместная работа, знакомство.",neutrals,"совместная работа, знакомство.","passage:совместная работа, знакомство."
95,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,командная работа,neutrals,командная работа,passage:командная работа
96,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,интересная дискуссия,neutrals,интересная дискуссия,passage:интересная дискуссия
97,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,обмен опытом,neutrals,обмен опытом,passage:обмен опытом
98,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,обмен опытом,neutrals,обмен опытом,passage:обмен опытом
99,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,получить опыт,neutrals,получить опыт,passage:получить опыт
100,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,командная работа,neutrals,командная работа,passage:командная работа
101,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,коммуникация,neutrals,коммуникация,passage:коммуникация
102,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,общение с коллегами,neutrals,общение с коллегами,passage:общение с коллегами
103,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,обмен мнениями с коллегами,neutrals,обмен мнениями с коллегами,passage:обмен мнениями с коллегами
104,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в команде,neutrals,работа в команде,passage:работа в команде
105,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,доклад арсеева,neutrals,доклад арсеева,passage:доклад арсеева
106,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,brainstorm,neutrals,brainstorm,passage:brainstorm
107,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,понимание целей и задач гк,neutrals,понимание целей и задач гк,passage:понимание целей и задач гк
108,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,работа в группе,neutrals,работа в группе,passage:работа в группе
109,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,коммуникация с коллегами,neutrals,коммуникация с коллегами,passage:коммуникация с коллегами
110,11016,Опишите одним-двумя словами что было самым ценным для вас за этот день?,живое общение,neutrals,живое общение,passage:живое общение
0,11683,Что поможет сделать программу более полезной для вас?,поменьше использовать труды за,neutrals,поменьше использовать труды за,passage:поменьше использовать труды за
1,11683,Что поможет сделать программу более полезной для вас?,чтобы не подряд,neutrals,чтобы не подряд,passage:чтобы не подряд
2,11683,Что поможет сделать программу более полезной для вас?,больше живых кейсов (жизнь),neutrals,больше живых кейсов (жизнь),passage:больше живых кейсов (жизнь)
3,11683,Что поможет сделать программу более полезной для вас?,более жизненные ситуации,neutrals,более жизненные ситуации,passage:более жизненные ситуации
4,11683,Что поможет сделать программу более полезной для вас?,работа с конфликтными людьми,neutrals,работа с конфликтными людьми,passage:работа с конфликтными людьми
5,11683,Что поможет сделать программу более полезной для вас?,в остальном - все отлично,neutrals,в остальном - все отлично,passage:в остальном - все отлично
6,11683,Что поможет сделать программу более полезной для вас?,количество дней - хотябы пять,neutrals,количество дней - хотябы пять,passage:количество дней - хотябы пять
7,11683,Что поможет сделать программу более полезной для вас?,меняйте группы местами чаще,neutrals,меняйте группы местами чаще,passage:меняйте группы местами чаще
8,11683,Что поможет сделать программу более полезной для вас?,обязательна самопрезениация,neutrals,обязательна самопрезениация,passage:обязательна самопрезениация
9,11683,Что поможет сделать программу более полезной для вас?,большее количество реальных,neutrals,большее количество реальных,passage:большее количество реальных
10,11683,Что поможет сделать программу более полезной для вас?,примеров,neutrals,примеров,passage:примеров
11,11683,Что поможет сделать программу более полезной для вас?,всегда делать очные программы,neutrals,всегда делать очные программы,passage:всегда делать очные программы
12,11683,Что поможет сделать программу более полезной для вас?,учет специфики и устройства би,neutrals,учет специфики и устройства би,passage:учет специфики и устройства би
13,11683,Что поможет сделать программу более полезной для вас?,неса внутри отрасли,neutrals,неса внутри отрасли,passage:неса внутри отрасли
14,11683,Что поможет сделать программу более полезной для вас?,видеоролики,neutrals,видеоролики,passage:видеоролики
15,11683,Что поможет сделать программу более полезной для вас?,нет ответа,neutrals,нет ответа,passage:нет ответа
16,11683,Что поможет сделать программу более полезной для вас?,более актуальные практики,neutrals,более актуальные практики,passage:более актуальные практики
17,11683,Что поможет сделать программу более полезной для вас?,больше практики,neutrals,больше практики,passage:больше практики
18,11683,Что поможет сделать программу более полезной для вас?,увеличение количества часов,neutrals,увеличение количества часов,passage:увеличение количества часов
19,11683,Что поможет сделать программу более полезной для вас?,повтор,neutrals,повтор,passage:повтор
20,11683,Что поможет сделать программу более полезной для вас?,практика на работе,neutrals,практика на работе,passage:практика на работе
0,11158,"Считаете ли вы, что ТТТ  могут помочь?","должны быть не типовые тт, а т",neutrals,"должны быть не типовые тт, а т","passage:должны быть не типовые тт, а т"
1,11158,"Считаете ли вы, что ТТТ  могут помочь?","нет, в их текущей редакции",neutrals,"нет, в их текущей редакции","passage:нет, в их текущей редакции"
2,11158,"Считаете ли вы, что ТТТ  могут помочь?",частично,neutrals,частично,passage:частично
3,11158,"Считаете ли вы, что ТТТ  могут помочь?",не скажу,neutrals,не скажу,passage:не скажу
4,11158,"Считаете ли вы, что ТТТ  могут помочь?","да для типового обор, а не тт",neutrals,"да для типового обор, а не тт","passage:да для типового обор, а не тт"
5,11158,"Считаете ли вы, что ТТТ  могут помочь?",могут,neutrals,могут,passage:могут
6,11158,"Считаете ли вы, что ТТТ  могут помочь?",что такое ттт?,neutrals,что такое ттт?,passage:что такое ттт?
7,11158,"Считаете ли вы, что ТТТ  могут помочь?","да, если в сквозном процессе",neutrals,"да, если в сквозном процессе","passage:да, если в сквозном процессе"
8,11158,"Считаете ли вы, что ТТТ  могут помочь?","да,для этого их и создали",neutrals,"да,для этого их и создали","passage:да,для этого их и создали"
9,11158,"Считаете ли вы, что ТТТ  могут помочь?",частично,neutrals,частично,passage:частично
10,11158,"Считаете ли вы, что ТТТ  могут помочь?","нет, только стандарты",neutrals,"нет, только стандарты","passage:нет, только стандарты"
11,11158,"Считаете ли вы, что ТТТ  могут помочь?",не знаю,neutrals,не знаю,passage:не знаю
12,11158,"Считаете ли вы, что ТТТ  могут помочь?",да,neutrals,да,passage:да
13,11158,"Считаете ли вы, что ТТТ  могут помочь?",нет,neutrals,нет,passage:нет
14,11158,"Считаете ли вы, что ТТТ  могут помочь?",может быть,neutrals,может быть,passage:может быть
15,11158,"Считаете ли вы, что ТТТ  могут помочь?","да, но…",neutrals,"да, но…","passage:да, но…"
16,11158,"Считаете ли вы, что ТТТ  могут помочь?",нет,neutrals,нет,passage:нет
17,11158,"Считаете ли вы, что ТТТ  могут помочь?","да, но",neutrals,"да, но","passage:да, но"
18,11158,"Считаете ли вы, что ТТТ  могут помочь?",может,neutrals,может,passage:может
19,11158,"Считаете ли вы, что ТТТ  могут помочь?",хотелось бы,neutrals,хотелось бы,passage:хотелось бы
